text,rating
"barang nya kayak bekas ya gan..
tapi pengiriman ceoat",2
nii kok ga bisaa yaa di pasang di spion motor matic kak. lubang nya kecil kurang gede buat di spion.,2
barang sudah sampai dengan aman,4
barang udh d rakit tp ga tau kuat ga buat naruh helm,4
Jelek Tidak bagus ????????????????????,1
"Packing rapi ,tapi barang ?otor ga sesuai merk dideskripsi,berdebu,ada yang bocel atau lecet analaognya
.
Tapi berfungsi dgn baik",2
barang sudah diterima.. bagus.... tmn kantor ku jadi pengen juga... ;-)  terimksh...,5
Saya sedang menunggu uang pengembalian krn tidak bisa dikembalikan dgn barang yg sama...,2
"Barang sesuai pesanan dan berfungsi dgn baik, thx..",5
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1
barang yang dikirim tidak sesuai sengan gambar. trima,1
"Sorry lama ngasi testi gan.
Stick sampai tepat waktu dan berfungsi normal. Walaupun merk yang sampai beda dengan gambar, overall memuaskan.",5
Batere nya cpt habis..????,2
"barang salah kirim
ongkos kirim bolak balik nya sama kyk harga spatu nya
jadi terima aja deh",1
"Amazing warna putihnya keren dan FUNGSIONAL 100% NORMAL , RECOMENDED SELLER barangnya baguuuuusssss.",5
dapat koleksi jam bru lgi nih... keren sangat,5
"Repon dan pengiriman biasa aj gak cepet, buat barang kualitas lumayan, tp ada kena lem bagian kanan kayak d foto, harus nya di cek lagi sebelum kirim dan kotak nya jg ancur banget gak rapi",2
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,1
khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g bisa dipasang lagi.,2
"Packing rapi, ditrima kondisi bagus, di charge ga ada indikator nyala, ditunggu beberapa hari ga ada tanda2 fungsi, entah dimana salahnya, ikhlasin aja, semoga penjual kasih feedback positive, bikin trauma beli barang elektronik online",1
"Belum dipakai pisaunya udah patah,",1
Gamepad cuma satu doang yg bisa,1
"trm ksh, brg sudah sampai & sudah bisa digunakan. keyboard pas dgn ukuran laptop asus a43e saya. kemasan kirim aman menggunakan bubble.",5
Lem nya kurang rapih dan enteng banget,2
Mainan anak2.. jgn beli barang ini,1
